customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-1281,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,100.04,5722.13,No
ID-1282,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,87.91,2093.08,Yes
ID-1283,Male,1,No,Yes,38,Yes,No,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),38.67,1525.46,No
ID-1284,Male,0,No,No,15,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,102.23,1591.25,No
ID-1285,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),29.08,1663.88,Yes
ID-1286,Female,0,Yes,No,27,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),41.43,1043.32,No
ID-1287,Female,0,No,No,43,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),51.74,2196.6,Yes
ID-1288,Female,0,No,No,57,Yes,Yes,No,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.08,4280.83,No
ID-1289,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),113.34,3508.58,No
ID-1290,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,75.99,4732.83,No
ID-1291,Male,0,Yes,No,44,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,84.04,3708.94,Yes
ID-1292,Female,0,No,No,52,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.32,4049.47,Yes
ID-1293,Male,0,No,No,60,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,26.59,1564.64,No
ID-1294,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),48.42,2364.6,No
ID-1295,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,111.46,2912.68,No
ID-1296,Male,0,No,Yes,25,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),41.93,1132.95,No
ID-1297,Male,1,No,Yes,2,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),59.74,204.51,No
ID-1298,Male,0,Yes,No,38,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,76.77,2922.71,No
ID-1299,Female,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,94.18,5921.22,No
ID-1300,Male,1,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.07,2594.78,Yes
ID-1301,Female,1,No,Yes,52,No,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),62.87,3180.55,No
ID-1302,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,88.58,3857.93,Yes
ID-1303,Female,0,No,No,67,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.62,5377.27,No
ID-1304,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,69.43,1470.24,No
ID-1305,Male,0,No,No,59,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,77.51,4513.11,No
ID-1306,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),59.09,315.19,Yes
ID-1307,Female,0,Yes,No,51,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,69.76,3521.45,No
ID-1308,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,63.34,1811.15,No
ID-1309,Female,0,Yes,Yes,42,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,118.8,5095.1,No
ID-1310,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),23.62,733.61,Yes
ID-1311,Female,0,Yes,Yes,30,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),84.51,2420.93,No
ID-1312,Male,0,No,No,45,Yes,No,No,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),42.47,1835.28,No
ID-1313,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,55.65,174.45,Yes
ID-1314,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),37.16,78.64,Yes
ID-1315,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),93.96,353.32,No
ID-1316,Female,0,No,No,45,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),47.01,2048.06,No
ID-1317,Female,1,Yes,Yes,18,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,84.07,1430.13,Yes
ID-1318,Female,0,Yes,No,37,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,75.42,2857.1,No
ID-1319,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),61.29,3471.49,Yes
ID-1320,Female,1,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.43,3607.48,Yes
ID-1321,Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,88.65,1610.78,Yes
ID-1322,Male,0,No,No,67,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),72.28,4837.75,No
ID-1323,Female,1,Yes,Yes,52,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,22.76,1257.98,No
ID-1324,Male,0,No,No,54,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,92.65,4985.72,No
ID-1325,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.43,3572.15,No
ID-1326,Male,0,Yes,Yes,35,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,60.27,2131.57,Yes
ID-1327,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),19.98,1087.12,No
ID-1328,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,37.28,508.39,No
ID-1329,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,75.98, ,No
ID-1330,Female,0,Yes,No,8,No,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,94.38,849.8,No
ID-1331,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.6,609.46,No
ID-1332,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.96,4387.59,No
ID-1333,Female,0,No,Yes,25,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.63,1650.62,No
ID-1334,Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Electronic check,41.69,2456.77,No
ID-1335,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,67.09,1166.39,Yes
ID-1336,Male,0,No,No,57,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,One year,No,Mailed check,24.42,1393.65,No
ID-1337,Female,0,No,No,64,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.58,5413.55,No
ID-1338,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,30.7,2015.53,No
ID-1339,Female,0,Yes,No,13,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,20.33,139.2,No
ID-1340,Male,1,No,No,45,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,20.69,892.75,No
ID-1341,Female,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.82,6173.99,Yes
ID-1342,Male,0,No,Yes,31,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),42.64,1319.41,No
ID-1343,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),71.56,3662.54,No
ID-1344,Male,1,Yes,Yes,68,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,No,Mailed check,22.63,1501.1,No
ID-1345,Male,0,Yes,No,14,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Electronic check,22.5,297.22,No
ID-1346,Male,0,No,No,52,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.67,5391.25,Yes
ID-1347,Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,89.45,6263.29,Yes
ID-1348,Female,0,No,Yes,68,No,No,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,29.16,1963.68,No
ID-1349,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,73.34,1084.94,Yes
ID-1350,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,33.44,944.34,No
ID-1351,Female,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),96.68,2200.9,No
ID-1352,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.5,2877.25,No
ID-1353,Female,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.58,7780.45,Yes
ID-1354,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),75.01,846.97,Yes
ID-1355,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,57.63,2499.55,Yes
ID-1356,Female,0,No,No,68,Yes,No,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,88.27,5928.46,No
ID-1357,Male,0,Yes,Yes,35,Yes,No phone service,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),78.05,2752.4,Yes
ID-1358,Female,0,Yes,No,47,No,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,59.33,2823.38,No
ID-1359,Male,0,Yes,Yes,66,Yes,No,No,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),60.42,3927.33,No
ID-1360,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.12,1693.2,No
ID-1361,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),66.21,2296.4,No
ID-1362,Male,0,Yes,No,51,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,33.6,1792.54,No
ID-1363,Female,0,No,No,21,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Electronic check,35.43,713.76,No
ID-1364,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),33.73,1116.47,Yes
ID-1365,Female,0,No,No,61,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,66.55,4096.46,No
ID-1366,Male,0,No,Yes,64,Yes,Yes,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,67.27,4242.95,Yes
ID-1367,Female,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.43,-56.37,No
ID-1368,Male,0,No,Yes,7,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.67,561.15,No
ID-1369,Female,1,Yes,No,38,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.46,1300.84,No
ID-1370,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),64.72,1054.85,No
ID-1371,Male,0,No,No,2,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),79.45,194.81,No
ID-1372,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,No,Credit card (automatic),23.52,440.98,No
ID-1373,Female,0,No,No,0,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,74.18, ,Yes
ID-1374,Male,0,No,No,25,Yes,Yes,No,No,No internet service,No,No,No,Yes,Two year,No,Electronic check,110.62,2816.73,No
ID-1375,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,31.67,1654.99,No
ID-1376,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,110.68,1268.59,Yes
ID-1377,Male,0,Yes,No,37,No,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.53,3686.29,No
ID-1378,Female,1,Yes,No,40,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),72.18,2915.26,No
ID-1379,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,30.65,1549.37,No
ID-1380,Female,0,Yes,No,12,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,91.07,1120.31,No
ID-1381,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,One year,No,Electronic check,83.39,932.94,No
ID-1382,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.28,1523.67,No
ID-1383,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,31.07,473.52,No
ID-1384,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,67.45,1240.5,Yes
ID-1385,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Mailed check,84.01,5832.5,No
ID-1386,Male,0,No,No,47,Yes,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),65.05,3123.66,No
ID-1387,Female,0,Yes,No,70,No,No,No,No,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,77.61,5445.45,No
ID-1388,Male,0,Yes,No,70,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),75.0,5198.82,Yes
ID-1389,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),61.11,1710.87,No
ID-1390,Female,0,No,No,18,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Two year,No,Electronic check,33.26,590.22,No
ID-1391,Female,1,Yes,No,47,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),100.08,4642.2,Yes
ID-1392,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),82.81,2274.43,Yes
ID-1393,Female,0,No,No,47,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,82.76,3978.61,No
ID-1394,Male,0,Yes,No,18,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,No,Mailed check,23.4,387.85,No
ID-1395,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.18,4378.51,No
ID-1396,Male,1,Yes,No,59,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),39.86,2385.19,No
ID-1397,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.14,4086.8,No
ID-1398,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,86.92,1618.1,No
ID-1399,Male,0,No,No,18,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,One year,Yes,Electronic check,27.16,463.47,No
ID-1400,Male,0,No,No,41,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),71.78,2922.58,No
ID-1401,Male,0,No,Yes,48,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,89.79,4287.94,No
ID-1402,Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,96.69,1349.91,Yes
ID-1403,Female,0,No,Yes,59,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Electronic check,59.67,3496.09,Yes
ID-1404,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,20.52,1467.84,Yes
ID-1405,Female,0,Yes,No,26,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,88.89,2331.8,No
ID-1406,Female,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,49.62,2682.5,No
ID-1407,Male,0,No,No,14,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,42.03,553.22,No
ID-1408,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.45,5038.8,No
ID-1409,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,56.12,1753.04,No
ID-1410,Female,0,Yes,No,6,No,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),67.65,444.87,Yes
ID-1411,Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,56.87,619.47,No
ID-1412,Male,0,Yes,Yes,53,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,109.69,5875.64,No
ID-1413,Female,0,No,No,12,No,No,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.88,650.45,Yes
ID-1414,Female,1,No,No,19,Yes,No phone service,No,No,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,55.58,1083.03,No
ID-1415,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,39.63,448.97,Yes
ID-1416,Male,0,Yes,Yes,51,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Two year,No,Credit card (automatic),62.77,3209.74,No
ID-1417,Male,0,Yes,No,36,No,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),68.14,2478.01,Yes
ID-1418,Male,0,No,Yes,51,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.01,4275.79,Yes
ID-1419,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91.72,2390.22,Yes
ID-1420,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),41.79,1260.58,No
ID-1421,Male,0,No,Yes,61,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),113.33,6858.3,No
ID-1422,Male,1,No,No,15,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,81.82,1262.55,Yes
ID-1423,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.34,1616.98,Yes
ID-1424,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),95.23,1965.85,No
ID-1425,Female,0,Yes,No,15,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,88.8,1376.09,No
ID-1426,Male,0,No,No,12,Yes,No,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),87.95,1024.61,No
ID-1427,Male,0,No,No,32,Yes,No,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.04,3120.71,No
ID-1428,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,82.59,4409.21,No
ID-1429,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),19.71,1363.36,No
ID-1430,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Mailed check,84.59,2263.9,No
ID-1431,Male,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,98.89,5036.91,No
ID-1432,Female,0,No,No,64,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,73.3,4765.28,No
ID-1433,Female,0,No,No,43,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),36.52,1539.02,No
ID-1434,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),85.94,2528.01,No
ID-1435,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.75,517.03,No
ID-1436,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.45,900.71,No
ID-1437,Male,0,No,No,54,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,66.35,3587.82,No
ID-1438,Female,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),117.2,1978.95,No
ID-1439,Male,0,Yes,No,16,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Two year,No,Mailed check,36.26,489.62,No
ID-1440,Male,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,72.5,3802.78,No
ID-1441,Female,0,Yes,No,44,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,88.07,3850.79,No
ID-1442,Female,0,No,Yes,55,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,19.48,1070.62,No
ID-1443,Male,0,No,No,53,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),109.24,5767.38,No
ID-1444,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,88.45,800.44,No
ID-1445,Male,0,Yes,No,16,No,No,No,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.11,1349.66,No
ID-1446,Female,0,No,No,26,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,No,Mailed check,82.86,2199.53,No
ID-1447,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,29.63,1123.47,No
ID-1448,Female,0,Yes,No,21,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),114.76,2440.89,No
ID-1449,Female,0,No,No,71,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.61,4467.16,No
ID-1450,Female,1,Yes,Yes,66,Yes,No,DSL,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,75.8,4996.94,No
ID-1451,Male,0,Yes,Yes,37,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,43.63,1572.71,No
ID-1452,Female,0,Yes,Yes,71,No,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,29.25,2063.73,No
ID-1453,Male,0,No,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,97.57,4109.85,No
ID-1454,Male,0,No,No,35,No,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,77.3,2683.93,No
ID-1455,Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,57.4,1332.02,No
ID-1456,Female,0,No,Yes,41,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Electronic check,34.0,1451.27,No
ID-1457,Female,0,No,No,12,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.1,792.05,No
ID-1458,Female,0,No,No,55,Yes,No,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),18.3,1033.31,No
